ID,Type
g__Haemophilus;s__[Haemophilus] parasuis,Microbe
g__Acinetobacter;s__Acinetobacter gerneri,Microbe
g__Acinetobacter;s__Acinetobacter pittii,Microbe
g__Acinetobacter;s__Acinetobacter sp. A47,Microbe
g__Acinetobacter;s__Acinetobacter sp. DSM 11652,Microbe
g__Acinetobacter;s__Acinetobacter sp. MII,Microbe
g__Oblitimonas;s__Oblitimonas alkaliphila,Microbe
g__Pseudomonas;s__Pseudomonas coleopterorum,Microbe
g__Pseudomonas;s__Pseudomonas fluorescens,Microbe
g__Pseudomonas;s__Pseudomonas gingeri,Microbe
g__Pseudomonas;s__Pseudomonas graminis,Microbe
g__Pseudomonas;s__Pseudomonas luteola,Microbe
g__Pseudomonas;s__Pseudomonas putida,Microbe
g__Pseudomonas;s__Pseudomonas salegens,Microbe
g__Pseudomonas;s__Pseudomonas sp. 2(2015),Microbe
g__Pseudomonas;s__Pseudomonas syringae,Microbe
g__Pseudomonas;s__Pseudomonas syringae group genomosp. 3,Microbe
g__Francisella;s__Francisella tularensis,Microbe
g__Beggiatoa;s__Beggiatoa sp. PS,Microbe
g__Thioploca;s__Thioploca ingrica,Microbe
g__Aliivibrio;s__Aliivibrio fischeri,Microbe
g__Photobacterium;s__Photobacterium leiognathi,Microbe
g__Vibrio;s__Vibrio alginolyticus,Microbe
g__Vibrio;s__Vibrio mimicus,Microbe
g__Vibrio;s__Vibrio nigripulchritudo,Microbe
g__Vibrio;s__Vibrio sp. J2-31,Microbe
g__Vibrio;s__Vibrio splendidus,Microbe
g__Lysobacter;s__Lysobacter enzymogenes,Microbe
g__Stenotrophomonas;s__Stenotrophomonas terrae,Microbe
g__Balneola;s__Balneola sp. EhC07,Microbe
g__Brachyspira;s__Brachyspira suanatina,Microbe
g__Spirochaeta;s__Spirochaeta thermophila,Microbe
g__Treponema;s__Treponema medium,Microbe
g__Treponema;s__Treponema putidum,Microbe
g__Treponema;s__Treponema sp. OMZ 838,Microbe
g__Leptospira;s__Leptospira alstonii,Microbe
g__Leptospira;s__Leptospira interrogans,Microbe
g__Leptospira;s__Leptospira wolffii,Microbe
g__Cloacibacillus;s__Cloacibacillus evryensis,Microbe
g__Jonquetella;s__Jonquetella anthropi,Microbe
g__Thermovirga;s__Thermovirga lienii,Microbe
g__Spiroplasma;s__Spiroplasma taiwanense,Microbe
g__Mycoplasma;s__Mycoplasma iowae,Microbe
g__Fervidobacterium;s__Fervidobacterium pennivorans,Microbe
g__Thermosipho;s__Thermosipho africanus,Microbe
g__Chthoniobacter;s__Chthoniobacter flavus,Microbe
g__Akkermansia;s__Akkermansia sp. KLE1797,Microbe
g__Akkermansia;s__uncultured Akkermansia sp. SMG25,Microbe
g__Verrucomicrobium;s__Verrucomicrobium spinosum,Microbe
g__Macrophomina;s__Macrophomina phaseolina,Microbe
g__Batrachochytrium;s__Batrachochytrium dendrobatidis,Microbe
g__Gonapodya;s__Gonapodya prolifera,Microbe
g__Silviavirus;s__Staphylococcus phage Stau2,Microbe
g__T4virus;s__Synechococcus phage ACG-2014f,Microbe
g__Cba41virus;s__Cellulophaga virus Cba172,Microbe
g__N4virus;s__Achromobacter phage JWAlpha,Microbe
g__Phi29virus;s__Bacillus virus phi29,Microbe
g__Potexvirus;s__Schlumbergera virus X,Microbe
g__Candidatus Micrarchaeum;s__Candidatus Micrarchaeum acidiphilum,Microbe
g__Thermogladius;s__Thermogladius cellulolyticus,Microbe
g__Haladaptatus;s__Haladaptatus cibarius,Microbe
g__Halomicrobium;s__Halomicrobium mukohataei,Microbe
g__Halorientalis;s__Halorientalis persicus,Microbe
g__Haloferax;s__Haloferax elongans,Microbe
g__Halorubrum;s__Halorubrum sp. AJ67,Microbe
g__Halopiger;s__Halopiger salifodinae,Microbe
g__Halopiger;s__Halopiger xanaduensis,Microbe
g__Natrialba;s__Natrialba aegyptia,Microbe
g__Natronorubrum;s__Natronorubrum bangense,Microbe
g__Methanobacterium;s__Methanobacterium curvum,Microbe
g__Methanobacterium;s__Methanobacterium formicicum,Microbe
g__Methanobrevibacter;s__Methanobrevibacter arboriphilus,Microbe
g__Methanobrevibacter;s__Methanobrevibacter filiformis,Microbe
g__Methanobrevibacter;s__Methanobrevibacter gottschalkii,Microbe
g__Methanobrevibacter;s__Methanobrevibacter millerae,Microbe
g__Methanobrevibacter;s__Methanobrevibacter smithii,Microbe
g__Methanobrevibacter;s__Methanobrevibacter sp. A27,Microbe
g__Methanosphaera;s__Methanosphaera sp. WGK6,Microbe
g__Methanothermobacter;s__Methanothermobacter marburgensis,Microbe
g__Methanocaldococcus;s__Methanocaldococcus bathoardescens,Microbe
g__Methanococcus;s__Methanococcus aeolicus,Microbe
g__Methanococcus;s__Methanococcus maripaludis,Microbe
g__Methanococcus;s__Methanococcus vannielii,Microbe
g__Methanothermococcus;s__Methanothermococcus thermolithotrophicus,Microbe
g__Methanocella;s__Methanocella arvoryzae,Microbe
g__Methanocella;s__Methanocella paludicola,Microbe
g__Methanocorpusculum;s__Methanocorpusculum bavaricum,Microbe
g__Methanoculleus;s__Methanoculleus bourgensis,Microbe
g__Methanoculleus;s__Methanoculleus marisnigri,Microbe
g__Methanoculleus;s__Methanoculleus sediminis,Microbe
g__Methanoculleus;s__Methanoculleus thermophilus,Microbe
g__Methanofollis;s__Methanofollis liminatans,Microbe
g__Methanolacinia;s__Methanolacinia paynteri,Microbe
g__Methanolacinia;s__Methanolacinia petrolearia,Microbe
g__Methanoplanus;s__Methanoplanus limicola,Microbe
g__Methanosphaerula;s__Methanosphaerula palustris,Microbe
g__Methanospirillum;s__Methanospirillum hungatei,Microbe
g__Candidatus Methanoperedens;s__Candidatus Methanoperedens nitroreducens,Microbe
g__Methanosaeta;s__Methanosaeta harundinacea,Microbe
g__Methanosaeta;s__Methanosaeta sp. SDB,Microbe
g__Methanosaeta;s__Methanosaeta thermophila,Microbe
g__Methanolobus;s__Methanolobus vulcani,Microbe
g__Methanosarcina;s__Methanosarcina horonobensis,Microbe
g__Methanosarcina;s__Methanosarcina sp. 1.H.A.2.2,Microbe
g__Methanosarcina;s__Methanosarcina sp. Kolksee,Microbe
g__Methanosarcina;s__Methanosarcina sp. WWM596,Microbe
g__Methanosarcina;s__Methanosarcina thermophila,Microbe
g__Pyrococcus;s__Pyrococcus furiosus,Microbe
g__Pyrococcus;s__Pyrococcus horikoshii,Microbe
g__Thermococcus;s__Thermococcus gammatolerans,Microbe
g__Thermococcus;s__Thermococcus sp. AM4,Microbe
g__Candidatus Methanomethylophilus;s__Candidatus Methanomethylophilus alvus,Microbe
g__Candidatus Methanomethylophilus;s__Candidatus Methanomethylophilus sp. 1R26,Microbe
g__Acidiplasma;s__Acidiplasma cupricumulans,Microbe
g__Thermoplasma;s__Thermoplasma acidophilum,Microbe
g__Aciduliprofundum;s__Aciduliprofundum boonei,Microbe
g__Nitrososphaera;s__Candidatus Nitrososphaera evergladensis,Microbe
g__Acidobacterium;s__Acidobacterium capsulatum,Microbe
g__Bryocella;s__Bryocella elongata,Microbe
g__Candidatus Koribacter;s__Candidatus Koribacter versatilis,Microbe
g__Granulicella;s__Granulicella tundricola,Microbe
g__Silvibacterium;s__Silvibacterium bohemicum,Microbe
g__Terriglobus;s__Terriglobus sp. TAA 43,Microbe
g__Pyrinomonas;s__Pyrinomonas methylaliphatogenes,Microbe
g__Bryobacter;s__Bryobacter aggregatus,Microbe
g__Acidithrix;s__Acidithrix ferrooxidans,Microbe
g__Ilumatobacter;s__Ilumatobacter coccineus,Microbe
g__Actinomyces;s__Actinomyces georgiae,Microbe
g__Actinomyces;s__Actinomyces israelii,Microbe
g__Actinomyces;s__Actinomyces ruminicola,Microbe
g__Actinomyces;s__Actinomyces slackii,Microbe
g__Actinomyces;s__Actinomyces sp. VUL4_3,Microbe
g__Actinomyces;s__Actinomyces sp. oral taxon 172,Microbe
g__Actinomyces;s__Actinomyces sp. oral taxon 414,Microbe
g__Actinomyces;s__Actinomyces urogenitalis,Microbe
g__Actinomyces;s__Actinomyces vaccimaxillae,Microbe
g__Actinotignum;s__Actinotignum urinale,Microbe
g__Arcanobacterium;s__Arcanobacterium haemolyticum,Microbe
g__Trueperella;s__Trueperella sp. HMSC08B05,Microbe
g__Alloscardovia;s__Alloscardovia sp. HMSC034E08,Microbe
g__Bifidobacterium;s__Bifidobacterium aesculapii,Microbe
g__Bifidobacterium;s__Bifidobacterium bohemicum,Microbe
g__Bifidobacterium;s__Bifidobacterium choerinum,Microbe
g__Bifidobacterium;s__Bifidobacterium longum CAG:69,Microbe
g__Bifidobacterium;s__Bifidobacterium psychraerophilum,Microbe
g__Bifidobacterium;s__Bifidobacterium reuteri,Microbe
g__Bifidobacterium;s__Bifidobacterium sp. A11,Microbe
g__Bifidobacterium;s__Bifidobacterium thermophilum,Microbe
g__Bifidobacterium;s__Bifidobacterium tsurumiense,Microbe
g__Corynebacterium;s__Corynebacterium capitovis,Microbe
g__Corynebacterium;s__Corynebacterium jeikeium,Microbe
g__Corynebacterium;s__Corynebacterium mastitidis,Microbe
g__Corynebacterium;s__Corynebacterium pseudogenitalium,Microbe
g__Corynebacterium;s__Corynebacterium pseudotuberculosis,Microbe
g__Corynebacterium;s__Corynebacterium sp. HMSC05C01,Microbe
g__Corynebacterium;s__Corynebacterium sp. HMSC065D07,Microbe
g__Corynebacterium;s__Corynebacterium sp. HMSC08D02,Microbe
g__Corynebacterium;s__Corynebacterium sp. HMSC30G07,Microbe
g__Corynebacterium;s__Corynebacterium ureicelerivorans,Microbe
g__Corynebacterium;s__Corynebacterium variabile,Microbe
g__Skermania;s__Skermania piniformis,Microbe
g__Mycobacterium;s__Mycobacterium abscessus,Microbe
g__Mycobacterium;s__Mycobacterium asiaticum,Microbe
g__Mycobacterium;s__Mycobacterium canariasense,Microbe
g__Mycobacterium;s__Mycobacterium chelonae,Microbe
g__Mycobacterium;s__Mycobacterium fortuitum,Microbe
g__Mycobacterium;s__Mycobacterium immunogenum,Microbe
g__Mycobacterium;s__Mycobacterium sp. SCH,Microbe
g__Mycobacterium;s__Mycobacterium sp. UM_WWY,Microbe
g__Nocardia;s__Nocardia abscessus,Microbe
g__Nocardia;s__Nocardia cyriacigeorgica,Microbe
g__Nocardia;s__Nocardia farcinica,Microbe
g__Nocardia;s__Nocardia sp. CNY236,Microbe
g__Nocardia;s__Nocardia speluncae,Microbe
g__Rhodococcus;s__Rhodococcus erythropolis,Microbe
g__Rhodococcus;s__Rhodococcus fascians,Microbe
g__Rhodococcus;s__Rhodococcus rhodnii,Microbe
g__Tsukamurella;s__Tsukamurella paurometabola,Microbe
g__Tsukamurella;s__Tsukamurella tyrosinosolvens,Microbe
g__Frankia;s__Frankia sp. EUN1f,Microbe
g__Geodermatophilus;s__Geodermatophilus africanus,Microbe
g__Haloglycomyces;s__Haloglycomyces albus,Microbe
g__Beutenbergia;s__Beutenbergia cavernae,Microbe
g__Brevibacterium;s__Brevibacterium ravenspurgense,Microbe
g__Cellulomonas;s__Cellulomonas sp. SN7,Microbe
g__Cellulomonas;s__Cellulomonas sp. URHD0024,Microbe
g__Demequina;s__Demequina salsinemoris,Microbe
g__Lysinimicrobium;s__Lysinimicrobium subtropicum,Microbe
g__Kytococcus;s__Kytococcus sedentarius,Microbe
g__Austwickia;s__Austwickia chelonae,Microbe
g__Piscicoccus;s__Piscicoccus intestinalis,Microbe
g__Knoellia;s__Knoellia sinensis,Microbe
g__Terrabacter;s__Terrabacter sp. 28,Microbe
g__Terrabacter;s__Terrabacter sp. Root85,Microbe
g__Terracoccus;s__Terracoccus sp. 273MFTsu3.1,Microbe
g__Tetrasphaera;s__Tetrasphaera jenkinsii,Microbe
g__Jonesia;s__Jonesia denitrificans,Microbe
g__Agrococcus;s__Agrococcus carbonis,Microbe
g__Agromyces;s__Agromyces subbeticus,Microbe
g__Candidatus Aquiluna;s__Candidatus Aquiluna sp. UB-MaderosW2red,Microbe
g__Cryobacterium;s__Cryobacterium flavum,Microbe
g__Curtobacterium;s__Curtobacterium sp. ER1_6,Microbe
g__Gryllotalpicola;s__Gryllotalpicola ginsengisoli,Microbe
g__Herbiconiux;s__Herbiconiux solani,Microbe
g__Leifsonia;s__Leifsonia xyli,Microbe
g__Microbacterium;s__Microbacterium barkeri,Microbe
g__Microbacterium;s__Microbacterium resistens,Microbe
g__Microbacterium;s__Microbacterium sp. 292MF,Microbe
g__Microbacterium;s__Microbacterium sp. Leaf320,Microbe
g__Microbacterium;s__Microbacterium sp. SA39,Microbe
g__Mycetocola;s__Mycetocola saprophilus,Microbe
g__Arthrobacter;s__Arthrobacter sp. AK-YN10,Microbe
g__Arthrobacter;s__Arthrobacter sp. D2,Microbe
g__Arthrobacter;s__Arthrobacter sp. EpRS71,Microbe
g__Arthrobacter;s__Arthrobacter sp. FB24,Microbe
g__Arthrobacter;s__Arthrobacter sp. Hiyo6,Microbe
g__Arthrobacter;s__Arthrobacter sp. Leaf69,Microbe
g__Arthrobacter;s__Arthrobacter sp. PAMC 25486,Microbe
g__Arthrobacter;s__Arthrobacter sp. TB 26,Microbe
g__Kocuria;s__Kocuria varians,Microbe
g__Pseudarthrobacter;s__Pseudarthrobacter sulfonivorans,Microbe
g__Rothia;s__Rothia mucilaginosa,Microbe
g__Rothia;s__Rothia sp. HMSC069C01,Microbe
g__Rothia;s__Rothia sp. T40-1,Microbe
g__Sinomonas;s__Sinomonas atrocyanea,Microbe
g__Cellulosimicrobium;s__Cellulosimicrobium cellulans,Microbe
g__Cellulosimicrobium;s__Cellulosimicrobium sp. MM,Microbe
g__Isoptericola;s__Isoptericola dokdonensis,Microbe
g__Ruania;s__Ruania albidiflava,Microbe
g__Actinoplanes;s__Actinoplanes friuliensis,Microbe
g__Asanoa;s__Asanoa ishikariensis,Microbe
g__Catelliglobosispora;s__Catelliglobosispora koreensis,Microbe
g__Micromonospora;s__Micromonospora rosaria,Microbe
g__Micromonospora;s__Micromonospora siamensis,Microbe
g__Micromonospora;s__Micromonospora yangpuensis,Microbe
g__Salinispora;s__Salinispora arenicola,Microbe
g__Salinispora;s__Salinispora pacifica,Microbe
g__Kribbella;s__Kribbella flavida,Microbe
g__Nocardioides;s__Nocardioides jensenii,Microbe
g__Nocardioides;s__Nocardioides sp. J54,Microbe
g__Nocardioides;s__Nocardioides sp. JS614,Microbe
g__Propionicicella;s__Propionicicella superfundia,Microbe
g__Microlunatus;s__Microlunatus phosphovorus,Microbe
g__Propionibacterium;s__Propionibacterium acidifaciens,Microbe
g__Propionibacterium;s__Propionibacterium acnes,Microbe
g__Propionibacterium;s__Propionibacterium sp. DORA_15,Microbe
g__Propionimicrobium;s__Propionimicrobium lymphophilum,Microbe
g__Propionimicrobium;s__Propionimicrobium sp. BV2F7,Microbe
g__Pseudopropionibacterium;s__Pseudopropionibacterium propionicum,Microbe
g__Tessaracoccus;s__Tessaracoccus lapidicaptus,Microbe
g__Allokutzneria;s__Allokutzneria albata,Microbe
g__Amycolatopsis;s__Amycolatopsis decaplanina,Microbe
g__Amycolatopsis;s__Amycolatopsis nigrescens,Microbe
g__Amycolatopsis;s__Amycolatopsis saalfeldensis,Microbe
g__Kibdelosporangium;s__Kibdelosporangium aridum,Microbe
g__Pseudonocardia;s__Pseudonocardia acaciae,Microbe
g__Pseudonocardia;s__Pseudonocardia asaccharolytica,Microbe
g__Saccharopolyspora;s__Saccharopolyspora hirsuta,Microbe
g__Kitasatospora;s__Kitasatospora griseola,Microbe
g__Kitasatospora;s__Kitasatospora sp. MBT66,Microbe
g__Streptacidiphilus;s__Streptacidiphilus anmyonensis,Microbe
g__Streptacidiphilus;s__Streptacidiphilus jeojiense,Microbe
g__Streptomyces;s__Streptomyces achromogenes,Microbe
g__Streptomyces;s__Streptomyces auratus,Microbe
g__Streptomyces;s__Streptomyces aureofaciens,Microbe
g__Streptomyces;s__Streptomyces azureus,Microbe
g__Streptomyces;s__Streptomyces griseochromogenes,Microbe
g__Streptomyces;s__Streptomyces griseoplanus,Microbe
g__Streptomyces;s__Streptomyces griseus,Microbe
g__Streptomyces;s__Streptomyces indicus,Microbe
g__Streptomyces;s__Streptomyces ipomoeae,Microbe
g__Streptomyces;s__Streptomyces niveus,Microbe
g__Streptomyces;s__Streptomyces phaeochromogenes,Microbe
g__Streptomyces;s__Streptomyces regalis,Microbe
g__Streptomyces;s__Streptomyces rimosus,Microbe
g__Streptomyces;s__Streptomyces silvensis,Microbe
g__Streptomyces;s__Streptomyces sp. AVP053U2,Microbe
g__Streptomyces;s__Streptomyces sp. DI166,Microbe
g__Streptomyces;s__Streptomyces sp. HGB0020,Microbe
g__Streptomyces;s__Streptomyces sp. HmicA12,Microbe
g__Streptomyces;s__Streptomyces sp. MBT76,Microbe
g__Streptomyces;s__Streptomyces sp. NRRL B-1347,Microbe
g__Streptomyces;s__Streptomyces sp. NRRL F-5053,Microbe
g__Streptomyces;s__Streptomyces sp. NRRL WC-3618,Microbe
g__Streptomyces;s__Streptomyces sp. RV15,Microbe
g__Streptomyces;s__Streptomyces sp. Tu6071,Microbe
g__Streptomyces;s__Streptomyces sp. TverLS-915,Microbe
g__Streptomyces;s__Streptomyces sp. yr375,Microbe
g__Streptomyces;s__Streptomyces sviceus,Microbe
g__Nocardiopsis;s__Nocardiopsis chromatogenes,Microbe
g__Nocardiopsis;s__Nocardiopsis sp. RV163,Microbe
g__Nocardiopsis;s__Nocardiopsis valliformis,Microbe
g__Herbidospora;s__Herbidospora daliensis,Microbe
g__Herbidospora;s__Herbidospora sakaeratensis,Microbe
g__Microtetraspora;s__Microtetraspora glauca,Microbe
g__Nonomuraea;s__Nonomuraea candida,Microbe
g__Sinosporangium;s__Sinosporangium album,Microbe
g__Streptosporangium;s__Streptosporangium amethystogenes,Microbe
g__Actinomadura;s__Actinomadura hibisca,Microbe
g__Actinomadura;s__Actinomadura oligospora,Microbe
g__Spirillospora;s__Spirillospora albida,Microbe
g__Atopobium;s__Atopobium deltae,Microbe
g__Atopobium;s__Atopobium parvulum,Microbe
g__Atopobium;s__Atopobium rimae,Microbe
g__Atopobium;s__Atopobium sp. BS2,Microbe
g__Atopobium;s__Atopobium sp. ICM42b,Microbe
g__Atopobium;s__Atopobium sp. oral taxon 199,Microbe
g__Atopobium;s__Atopobium sp. oral taxon 810,Microbe
g__Olsenella;s__Olsenella sp. oral taxon 809,Microbe
g__Collinsella;s__uncultured Collinsella sp.,Microbe
g__Collinsella;s__uncultured Collinsella sp. SMG3,Microbe
g__Slackia;s__Slackia sp. NATTS,Microbe
g__Conexibacter;s__Conexibacter woesei,Microbe
g__Solirubrobacter;s__Solirubrobacter soli,Microbe
g__Hydrogenivirga;s__Hydrogenivirga sp. 128-5-R1-1,Microbe
g__Persephonella;s__Persephonella marina,Microbe
g__Sulfurihydrogenibium;s__Sulfurihydrogenibium azorense,Microbe
g__Sulfurihydrogenibium;s__Sulfurihydrogenibium sp. YO3AOP1,Microbe
g__Desulfurobacterium;s__Desulfurobacterium sp. TC5-1,Microbe
g__Desulfurobacterium;s__Desulfurobacterium thermolithotrophum,Microbe
g__Bacteroides;s__Bacteroides sp. UW,Microbe
g__Porphyromonas;s__Porphyromonas bennonis,Microbe
g__Porphyromonas;s__Porphyromonas sp. COT-052 OH4946,Microbe
g__Porphyromonas;s__Porphyromonas sp. COT-108 OH1349,Microbe
g__Porphyromonas;s__Porphyromonas sp. COT-108 OH2963,Microbe
g__Porphyromonas;s__Porphyromonas sp. COT-290 OH860,Microbe
g__Porphyromonas;s__Porphyromonas sp. KLE 1280,Microbe
g__Porphyromonas;s__Porphyromonas sp. oral taxon 278,Microbe
g__Proteiniphilum;s__Proteiniphilum sp. 51_7,Microbe
g__Prevotella;s__Prevotella conceptionensis,Microbe
g__Prevotella;s__Prevotella sp. Sc00044,Microbe
g__Phocaeicola;s__Phocaeicola abscessus,Microbe
g__Arachidicoccus;s__Arachidicoccus sp. BS20,Microbe
g__Chitinophaga;s__Chitinophaga terrae Kim and Jung 2007,Microbe
g__Flavihumibacter;s__Flavihumibacter petaseus,Microbe
g__Flavihumibacter;s__Flavihumibacter sp. ZG627,Microbe
g__Flavisolibacter;s__Flavisolibacter sp. LCS9,Microbe
g__Hydrobacter;s__Hydrobacter penzbergensis,Microbe
g__Sediminibacterium;s__Sediminibacterium salmoneum,Microbe
g__Segetibacter;s__Segetibacter koreensis,Microbe
g__Aureispira;s__Aureispira sp. CCB-QB1,Microbe
g__Lewinella;s__Lewinella agarilytica,Microbe
g__Phaeodactylibacter;s__Phaeodactylibacter xiamenensis,Microbe
g__Candidatus Amoebophilus;s__Candidatus Amoebophilus asiaticus,Microbe
g__Catalinimonas;s__Catalinimonas alkaloidigena,Microbe
g__Algoriphagus;s__Algoriphagus alkaliphilus,Microbe
g__Algoriphagus;s__Algoriphagus faecimaris,Microbe
g__Algoriphagus;s__Algoriphagus terrigena,Microbe
g__Cyclobacterium;s__Cyclobacterium amurskyense,Microbe
g__Cyclobacterium;s__Cyclobacterium marinum,Microbe
g__Indibacter;s__Indibacter alkaliphilus,Microbe
g__Lunatimonas;s__Lunatimonas lonarensis,Microbe
g__Nitritalea;s__Nitritalea halalkaliphila,Microbe
g__Dyadobacter;s__Dyadobacter alkalitolerans,Microbe
g__Dyadobacter;s__Dyadobacter beijingensis,Microbe
g__Dyadobacter;s__Dyadobacter sp. Leaf189,Microbe
g__Dyadobacter;s__Dyadobacter sp. SG02,Microbe
g__Dyadobacter;s__uncultured Dyadobacter sp.,Microbe
g__Emticicia;s__Emticicia oligotrophica,Microbe
g__Emticicia;s__Emticicia sp. MM,Microbe
g__Fibrisoma;s__Fibrisoma limi,Microbe
g__Flectobacillus;s__Flectobacillus major,Microbe
g__Leadbetterella;s__Leadbetterella sp. JN14-9,Microbe
g__Rudanella;s__Rudanella lutea,Microbe
g__Runella;s__Runella limosa,Microbe
g__Spirosoma;s__Spirosoma spitsbergense,Microbe
g__Sporocytophaga;s__Sporocytophaga myxococcoides,Microbe
g__Cesiribacter;s__Cesiribacter andamanensis,Microbe
g__Fabibacter;s__Fabibacter pacificus,Microbe
g__Flammeovirga;s__Flammeovirga pacifica,Microbe
g__Flammeovirga;s__Flammeovirga sp. MY04,Microbe
g__Flammeovirga;s__Flammeovirga sp. OC4,Microbe
g__Fulvivirga;s__Fulvivirga imtechensis,Microbe
g__Roseivirga;s__Roseivirga ehrenbergii,Microbe
g__Roseivirga;s__Roseivirga seohaensis,Microbe
g__Roseivirga;s__Roseivirga spongicola,Microbe
g__Adhaeribacter;s__Adhaeribacter aquaticus,Microbe
g__Hymenobacter;s__Hymenobacter actinosclerus,Microbe
g__Hymenobacter;s__Hymenobacter sp. CCM 8648,Microbe
g__Hymenobacter;s__Hymenobacter sp. CCM 8649,Microbe
g__Hymenobacter;s__Hymenobacter sp. PAMC 26628,Microbe
g__Pontibacter;s__Pontibacter actiniarum,Microbe
g__Pontibacter;s__Pontibacter akesuensis,Microbe
g__Rufibacter;s__Rufibacter roseus,Microbe
g__Rufibacter;s__Rufibacter sp. CCM 8646,Microbe
g__Rufibacter;s__Rufibacter sp. DG31D,Microbe
g__Rufibacter;s__Rufibacter tibetensis,Microbe
g__Persicobacter;s__Persicobacter sp. CCB-QB2,Microbe
g__Crocinitomix;s__Crocinitomix sp. 0182,Microbe
g__Aequorivita;s__Aequorivita capsosiphonis,Microbe
g__Aquimarina;s__Aquimarina agarivorans,Microbe
g__Aquimarina;s__Aquimarina amphilecti,Microbe
g__Aquimarina;s__Aquimarina atlantica,Microbe
g__Aquimarina;s__Aquimarina latercula,Microbe
g__Arenibacter;s__Arenibacter algicola,Microbe
g__Arenibacter;s__Arenibacter latericius,Microbe
g__Bergeyella;s__Bergeyella zoohelcum,Microbe
g__Bizionia;s__Bizionia argentinensis,Microbe
g__Bizionia;s__Bizionia paragorgiae,Microbe
g__Bizionia;s__Bizionia sp. APA-3,Microbe
g__Capnocytophaga;s__Capnocytophaga sp. CM59,Microbe
g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 323,Microbe
g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 324,Microbe
g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 335,Microbe
g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 336,Microbe
g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 338,Microbe
g__Capnocytophaga;s__Capnocytophaga sp. oral taxon 380,Microbe
g__Capnocytophaga;s__Capnocytophaga sputigena,Microbe
g__Cellulophaga;s__Cellulophaga algicola,Microbe
g__Cellulophaga;s__Cellulophaga lytica,Microbe
g__Cellulophaga;s__Cellulophaga sp. Hel_I_12,Microbe
g__Chryseobacterium;s__Chryseobacterium angstadtii,Microbe
g__Chryseobacterium;s__Chryseobacterium arthrosphaerae,Microbe
g__Chryseobacterium;s__Chryseobacterium artocarpi,Microbe
g__Chryseobacterium;s__Chryseobacterium daeguense,Microbe
g__Chryseobacterium;s__Chryseobacterium formosense,Microbe
g__Chryseobacterium;s__Chryseobacterium gregarium,Microbe
g__Chryseobacterium;s__Chryseobacterium hispalense,Microbe
g__Chryseobacterium;s__Chryseobacterium jejuense,Microbe
g__Chryseobacterium;s__Chryseobacterium koreense,Microbe
g__Chryseobacterium;s__Chryseobacterium luteum,Microbe
g__Chryseobacterium;s__Chryseobacterium oranimense,Microbe
g__Chryseobacterium;s__Chryseobacterium palustre,Microbe
g__Chryseobacterium;s__Chryseobacterium solincola,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. CCH4-E10,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. G972,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. Hurlbut01,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. IHB B 10212,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. JM1,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. Leaf180,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. Leaf201,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. Leaf405,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. OV259,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. OV705,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. OV715,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. SCN 40-13,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. StRB126,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. UNC8MFCol,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. YR005,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. YR477,Microbe
g__Chryseobacterium;s__Chryseobacterium sp. YR480,Microbe
g__Chryseobacterium;s__Chryseobacterium taeanense,Microbe
g__Chryseobacterium;s__Chryseobacterium taichungense,Microbe
g__Chryseobacterium;s__Chryseobacterium taihuense,Microbe
g__Chryseobacterium;s__Chryseobacterium taiwanense,Microbe
g__Chryseobacterium;s__Chryseobacterium vrystaatense,Microbe
g__Chryseobacterium;s__Chryseobacterium wanjuense,Microbe
g__Cloacibacterium;s__Cloacibacterium normanense,Microbe
g__Dokdonia;s__Dokdonia donghaensis,Microbe
g__Dokdonia;s__Dokdonia sp. 4H-3-7-5,Microbe
g__Dokdonia;s__Dokdonia sp. PRO95,Microbe
g__Elizabethkingia;s__Elizabethkingia genomosp. 2,Microbe
g__Elizabethkingia;s__Elizabethkingia meningoseptica,Microbe
g__Empedobacter;s__Empedobacter brevis,Microbe
g__Epilithonimonas;s__Epilithonimonas sp. J200,Microbe
g__Epilithonimonas;s__Epilithonimonas tenax,Microbe
g__Eudoraea;s__Eudoraea adriatica,Microbe
g__Flaviramulus;s__Flaviramulus ichthyoenteri,Microbe
g__Flavobacterium;s__Flavobacterium anhuiense,Microbe
g__Flavobacterium;s__Flavobacterium aquidurense,Microbe
